300	2.18068
301	2.09694
302	2.01057
303	1.93903
304	1.88762
305	1.82432
306	1.77641
307	1.7223
308	1.67942
309	1.64624
310	1.61839
311	1.59901
312	1.57506
313	1.55523
314	1.53957
315	1.52988
316	1.51577
317	1.50111
318	1.48765
319	1.47854
320	1.46902
321	1.46227
322	1.45347
323	1.44559
324	1.43757
325	1.43376
326	1.42614
327	1.41678
328	1.40995
329	1.40117
330	1.39279
331	1.38274
332	1.36865
333	1.35327
334	1.34188
335	1.32817
336	1.31708
337	1.302
338	1.28985
339	1.28093
340	1.27127
341	1.26433
342	1.25615
343	1.24772
344	1.24167
345	1.23522
346	1.23088
347	1.22525
348	1.22112
349	1.2177
350	1.21447
351	1.21103
352	1.20722
353	1.20499
354	1.19916
355	1.19559
356	1.19192
357	1.19081
358	1.18425
359	1.18195
360	1.18104
361	1.17748
362	1.17556
363	1.17212
364	1.17074
365	1.1699
366	1.16818
367	1.16724
368	1.16463
369	1.16367
370	1.15978
371	1.15968
372	1.15731
373	1.15643
374	1.15424
375	1.15238
376	1.15034
377	1.14747
378	1.14362
379	1.1422
380	1.14168
381	1.14036
382	1.13822
383	1.13849
384	1.13572
385	1.13394
386	1.13561
387	1.13353
388	1.13139
389	1.13274
390	1.13279
391	1.13315
392	1.13243
393	1.13232
394	1.13302
395	1.12821
396	1.12879
397	1.12827
398	1.12766
399	1.12671
400	1.126
401	1.12426
402	1.1219
403	1.12048
404	1.11841
405	1.11813
406	1.11668
407	1.11348
408	1.11288
409	1.11209
410	1.11117
411	1.1087
412	1.10852
413	1.108
414	1.10743
415	1.1069
416	1.10465
417	1.10711
418	1.10651
419	1.10549
420	1.10525
421	1.10636
422	1.10427
423	1.10418
424	1.10416
425	1.10309
426	1.10399
427	1.10393
428	1.10336
429	1.10389
430	1.10456
431	1.10444
432	1.10508
433	1.10501
434	1.10531
435	1.10468
436	1.10521
437	1.10627
438	1.10631
439	1.10678
440	1.10624
441	1.10657
442	1.10511
443	1.10645
444	1.10708
445	1.10775
446	1.10775
447	1.10793
448	1.1082
449	1.10806
450	1.1088
451	1.10944
452	1.11033
453	1.11005
454	1.11063
455	1.11087
456	1.10894
457	1.10886
458	1.1118
459	1.10959
460	1.11113
461	1.11022
462	1.11034
463	1.10861
464	1.11004
465	1.11171
466	1.11127
467	1.10914
468	1.10951
469	1.10926
470	1.10953
471	1.11116
472	1.11048
473	1.11018
474	1.1116
475	1.11221
476	1.11321
477	1.11314
478	1.11338
479	1.11384
480	1.1158
481	1.11597
482	1.11985
483	1.12036
484	1.11754
485	1.117
486	1.11888
487	1.12191
488	1.12051
489	1.12002
490	1.12276
491	1.12481
492	1.12409
493	1.12164
494	1.12164
495	1.12434
496	1.12496
497	1.12506
498	1.12357
499	1.1244
500	1.12476
501	1.12433
502	1.12536
503	1.12515
504	1.12587
505	1.12515
506	1.12459
507	1.12398
508	1.12515
509	1.12289
510	1.12337
511	1.12154
512	1.12033
513	1.11961
514	1.11925
515	1.11763
516	1.1186
517	1.11845
518	1.11827
519	1.11597
520	1.11631
521	1.11814
522	1.11774
523	1.11816
524	1.11826
525	1.11894
526	1.11873
527	1.12126
528	1.12339
529	1.12396
530	1.12169
531	1.12624
532	1.12965
533	1.13321
534	1.13218
535	1.13431
536	1.14018
537	1.14201
538	1.14366
539	1.14594
540	1.15064
541	1.15795
542	1.15915
543	1.16233
544	1.16816
545	1.17083
546	1.177
547	1.18238
548	1.18841
549	1.19246
550	1.19885
551	1.20681
552	1.21187
553	1.21877
554	1.22441
555	1.23042
556	1.24017
557	1.24555
558	1.25016
559	1.25819
560	1.26487
561	1.27375
562	1.282
563	1.2872
564	1.29373
565	1.30183
566	1.31098
567	1.32043
568	1.32598
569	1.33334
570	1.34513
571	1.34965
572	1.36238
573	1.37233
574	1.38018
575	1.39319
576	1.40502
577	1.41593
578	1.42631
579	1.43923
580	1.458
581	1.46778
582	1.48262
583	1.49828
584	1.51367
585	1.53625
586	1.55601
587	1.57374
588	1.59044
589	1.61234
590	1.62962
591	1.6582
592	1.67781
593	1.69651
594	1.72357
595	1.73876
596	1.76112
597	1.78937
598	1.80622
599	1.82695
600	1.85214
601	1.88025
602	1.8917
603	1.9205
604	1.93226
605	1.96189
606	1.96847
607	1.98401
608	1.99375
609	2.01625
610	2.02749
611	2.02329
612	2.02477
613	2.03838
614	2.04294
615	2.04478
616	2.04829
617	2.05336
618	2.04366
619	2.02991
620	2.03797
621	2.0348
622	2.04011
623	2.03493
624	2.03313
625	2.03135
626	2.02659
627	2.02765
628	2.04149
629	2.03312
630	2.0354
631	2.05287
632	2.06542
633	2.07347
634	2.0667
635	2.10065
636	2.11487
637	2.14844
638	2.16578
639	2.17276
640	2.19955
641	2.24252
642	2.21692
643	2.25991
644	2.28562
645	2.28809
646	2.31875
647	2.3575
648	2.40592
649	2.37341
650	2.41117
651	2.45661
652	2.48176
653	2.49984
654	2.53978
655	2.52334
656	2.55126
657	2.58099
658	2.59916
659	2.66039
660	2.71878
661	2.75813
662	2.77404
663	2.71235
664	2.69924
665	2.71204
666	2.81267
667	2.65527
668	2.71201
669	2.6546
670	2.53508
671	2.57837
672	2.5337
673	2.46756
674	2.41721
675	2.40943
676	2.32182
677	2.24957
678	2.1528
679	2.07568
680	2.02722
681	1.94897
682	1.89052
683	1.81882
684	1.75563
685	1.68495
686	1.62727
687	1.57838
688	1.51741
689	1.48021
690	1.43633
691	1.39899
692	1.36552
693	1.33117
694	1.29921
695	1.27179
696	1.24857
697	1.22572
698	1.20673
699	1.19102
700	1.17191
701	1.15821
702	1.14347
703	1.13303
704	1.12274
705	1.11155
706	1.10091
707	1.09684
708	1.08896
709	1.08383
710	1.07877
711	1.07354
712	1.07241
