300	2.18981	0.00684282
301	2.10132	0.0048351
302	2.00999	0.000820244
303	1.94194	0.00357332
304	1.88802	0.00191158
305	1.8251	0.00288197
306	1.77729	0.00193653
307	1.72224	0.000976536
308	1.6794	0.000184089
309	1.64792	0.00230082
310	1.61958	0.00085947
311	1.59882	0.000438279
312	1.57577	0.00065571
313	1.55676	0.00145239
314	1.5392	0.000407376
315	1.53009	0.00102733
316	1.51614	0.000329343
317	1.50154	0.000302141
318	1.48852	0.00115566
319	1.48016	0.00138802
320	1.46895	0.000565351
321	1.46155	0.000707688
322	1.45418	0.00101117
323	1.44666	0.00204066
324	1.43927	0.00136809
325	1.43348	0.000236972
326	1.42525	0.000693317
327	1.41675	0.000359753
328	1.41065	0.00103513
329	1.40179	0.000588048
330	1.39274	8.05536e-05
331	1.38303	0.000232713
332	1.36941	0.000715371
333	1.35441	0.00171215
334	1.34083	0.000745699
335	1.32777	0.000988467
336	1.31631	0.000632824
337	1.30307	0.000916855
338	1.29002	0.000364173
339	1.28065	0.000468473
340	1.27126	0.000669544
341	1.26391	0.000304667
342	1.25639	0.000278209
343	1.24856	0.000596341
344	1.24178	0.000229928
345	1.23514	0.000781636
346	1.23039	0.000421979
347	1.22496	0.000219241
348	1.22159	0.00069787
349	1.21818	0.000775213
350	1.21471	0.000247117
351	1.21097	0.000699254
352	1.20702	0.000623984
353	1.20428	0.00050682
354	1.20039	0.000869265
355	1.19654	0.000713629
356	1.1937	0.00130554
357	1.19033	0.000367363
358	1.18491	0.000648811
359	1.18246	0.000447735
360	1.1818	0.000852174
361	1.17806	0.000419841
362	1.17651	0.000677266
363	1.17209	0.000453652
364	1.17036	0.000310305
365	1.16948	0.000299778
366	1.16776	0.00036037
367	1.16718	0.000126579
368	1.164	0.000569737
369	1.1631	0.000404063
370	1.16033	0.000520278
371	1.1601	0.000810692
372	1.15732	0.000204179
373	1.15683	0.000438254
374	1.15495	0.00082061
375	1.15328	0.000743146
376	1.15061	0.000282489
377	1.14819	0.000745937
378	1.14322	0.000283901
379	1.14216	3.29983e-05
380	1.14234	0.000499355
381	1.14076	0.000315066
382	1.13912	0.000715091
383	1.13885	0.000415879
384	1.13626	0.000632262
385	1.13434	0.000330891
386	1.13553	0.000165126
387	1.13387	0.000418808
388	1.13244	0.000823043
