 -0.10314940      3.23512261E-09
 -0.10421750      1.77376414E-09
 -0.10528560      3.07195269E-09
 -0.10635374     -1.41744938E-09
 -0.10742190     -1.32175759E-09
 -0.10849000      9.13452147E-10
 -0.10955810      2.48204512E-10
 -0.11062620     -7.28100136E-10
 -0.11169430     -1.25667543E-09
 -0.11276245     -1.79855009E-09
 -0.11383060     -1.13514698E-09
 -0.11489870     -4.87919816E-10
 -0.11596680      4.48931115E-10
 -0.11703490     -1.07791553E-12
 -0.11810300     -4.61605310E-10
 -0.11917110     -4.71058081E-10
 -0.12023925      1.27358457E-10
 -0.12130740      4.22326729E-10
 -0.12237550      1.12468812E-10
 -0.12344360     -1.88872140E-10
 -0.12451170      1.35131040E-09
 -0.12557980      1.07169906E-09
 -0.12664790      3.24427218E-09
 -0.12771605      2.06906758E-09
 -0.12878419     -2.91426527E-09
 -0.12985229     -2.09593520E-09
 -0.13092040      9.54090140E-11
 -0.13198850     -4.63686201E-10
 -0.13305660      1.90770066E-10
 -0.13412476      5.30240185E-10
 -0.13519290     -1.27826683E-09
 -0.13626100     -3.52990526E-10
 -0.13732910     -3.56197738E-10
 -0.13839720     -6.76867784E-10
 -0.13946530     -9.28827015E-11
 -0.14053340     -1.28161814E-10
 -0.14160155      7.45476347E-10
 -0.14266969     -1.13156950E-09
 -0.14373779     -4.16300550E-10
 -0.14480589      2.99490210E-10
 -0.14587399      1.17019827E-09
 -0.14694209      1.12901988E-09
 -0.14801025      6.85321744E-10
 -0.14907840      6.02259409E-10
 -0.15228270     -1.10410270E-09
 -0.15335080     -5.17992760E-10
 -0.15441890     -2.34311903E-10
 -0.15548706      6.61423916E-10
 -0.15655521      3.19713145E-11
 -0.15762331     -2.92537883E-10
 -0.15869141     -7.66919861E-12
 -0.15975951     -2.95095059E-11
 -0.16082761     -3.58478358E-10
 -0.16189575     -7.93010102E-11
 -0.16296390      5.02650699E-10
 -0.16403200     -4.43823200E-10
 -0.16510010      4.38089454E-10
 -0.16616820      9.65239000E-11
 -0.16723630      3.62508246E-10
 -0.16830440     -2.89766044E-10
 -0.16937256     -3.34097860E-10
 -0.17044070     -7.50687845E-11
 -0.17150880     -4.27299529E-10
 -0.17257690     -4.73939055E-10
 -0.17364500     -2.13284668E-10
 -0.17471310      5.14500109E-11
 -0.17578125      3.22404714E-10
 -0.17684940      1.51722812E-09
 -0.17791750     -3.29364536E-10
 -0.17898560      5.82511317E-10
 -0.18005370      8.96909991E-10
 -0.18112180     -3.01437930E-10
 -0.18218990      9.54155532E-10
 -0.18325806      1.00009023E-09
 -0.18432620     -1.65978509E-10
 -0.18539430      5.04631892E-10
 -0.18646240     -4.34864922E-11
 -0.18753050      1.67625913E-11
 -0.18859860     -2.34097963E-10
 -0.18966670     -7.99699751E-10
 -0.19073485      1.48046575E-10
 -0.19180299     -1.05497244E-09
 -0.19287109     -1.05267195E-09
 -0.19393919     -1.06531450E-09
 -0.19500729     -1.39637624E-09
 -0.19607539      9.31766886E-11
 -0.19714355     -8.65486682E-10
 -0.19821170      3.09338277E-10
 -0.19927980      5.69963909E-10
 -0.20034790      2.05624495E-09
 -0.20141600      8.03689504E-10
 -0.20248410      1.39159151E-09
 -0.20355220     -1.46941126E-10
 -0.20462036      1.54492030E-10
 -0.20568851      2.29391639E-09
 -0.20675661     -1.40150558E-10
 -0.20782471     -2.26809305E-09
 -0.20889281     -1.34650324E-09
 -0.20996089     -4.29867086E-10
 -0.21102905      1.74760539E-10
 -0.21209720      4.66607974E-10
 -0.21316530     -1.07968168E-09
 -0.21423340     -4.94989327E-10
 -0.21530150      6.97809588E-10
 -0.21636960     -2.43952747E-10
 -0.21743770     -2.40032771E-09
 -0.21850586      1.55733504E-09
 -0.21957400      6.46622311E-10
 -0.22064210      3.63557240E-10
 -0.22171021      1.93022220E-09
 -0.22277831      2.05030171E-09
 -0.22384641      4.01737132E-09
 -0.22491455      1.48221435E-11
 -0.22598270     -9.55673318E-11
 -0.22705080     -8.16566259E-10
 -0.22811890     -1.54462521E-09
 -0.22918700     -2.69303868E-09
 -0.23025510     -1.72401227E-09
 -0.23132320     -1.67149961E-10
 -0.23239136     -1.07600928E-09
 -0.23345950     -6.35630104E-10
 -0.23452760     -2.17115437E-10
 -0.23559570     -1.49516555E-09
 -0.23666380     -1.56577973E-09
 -0.23773190     -1.67461600E-11
 -0.23880000      1.52948598E-09
 -0.23986815      3.07737724E-09
 -0.24093629      2.69749045E-09
 -0.24200439     -1.16806009E-10
