# saved from Soas buffer name 05_trimmed.dat
# age =	 116004367.697
# backend =	 text
# commands =	 strip-if x<580
# file_date =	 2017-01-19T22:46:55.872
# original_file =	 /home/vincent/Data/Meriem/150729/05.oxw

## x	y
580	-2.38037e-09
580.1	-3.14331e-09
580.2	-3.35693e-09
580.3	-2.71606e-09
580.4	-3.11279e-09
580.5	-3.60107e-09
580.6	-2.71606e-09
580.7	-2.96021e-09
580.8	-3.26538e-09
580.9	-3.96728e-09
581	-3.54004e-09
581.1	-1.95312e-09
581.2	-3.69263e-09
581.3	-4.24194e-09
581.4	-1.09863e-09
581.5	-3.72314e-09
581.6	-4.08936e-09
581.7	-2.59399e-09
581.8	-3.84521e-09
581.9	-3.32642e-09
582	-2.71606e-09
582.1	-3.63159e-09
582.2	-3.72314e-09
582.3	-2.99072e-09
582.4	-2.71606e-09
582.5	-7.26318e-09
582.6	-3.72314e-09
582.7	-2.04468e-09
582.8	-4.3335e-09
582.9	-4.02832e-09
583	-3.32642e-09
583.1	-3.02124e-09
583.2	-3.9978e-09
583.3	-3.14331e-09
583.4	-2.92969e-09
583.5	-3.57056e-09
583.6	-4.15039e-09
583.7	-3.50952e-09
583.8	-3.44849e-09
583.9	-4.05884e-09
584	-3.26538e-09
584.1	-3.57056e-09
584.2	-4.11987e-09
584.3	-2.92969e-09
584.4	-4.18091e-09
584.5	-6.80542e-09
584.6	-4.60815e-09
584.7	-2.65503e-09
584.8	-4.42505e-09
584.9	-3.08227e-09
585	-4.08936e-09
585.1	-3.32642e-09
585.2	-4.88281e-09
585.3	-2.68555e-09
585.4	-2.44141e-09
585.5	-3.41797e-09
585.6	-4.45557e-09
585.7	-4.88281e-09
585.8	-5.18799e-09
585.9	-2.59399e-09
586	-3.66211e-09
586.1	-4.05884e-09
586.2	-2.83813e-09
586.3	-4.79126e-09
586.4	-4.60815e-09
586.5	-3.02124e-09
586.6	-4.30298e-09
586.7	-5.06592e-09
586.8	-3.50952e-09
586.9	-4.5166e-09
587	-3.54004e-09
587.1	-4.76074e-09
587.2	-3.20435e-09
587.3	-4.39453e-09
587.4	-4.39453e-09
